,problem,expected_answer,gpt4_answer,is_correct
53,"Question: What is eleven thousand, five hundred and ninety-two plus fifty-eight thousand, eight hundred and fifteen?
Answer:",70407,70407,True
54,"Question: What is sixty-eight thousand, one hundred and nineteen plus seventy-eight thousand, seven hundred?
Answer:",146819,146819,True
55,"Question: What is sixty-six thousand, nine hundred and forty plus sixty-three thousand, three hundred and twenty-six?
Answer:",130266,130266,True
56,"Question: What is four thousand, two hundred and forty-eight plus thirty-eight thousand, nine hundred and fifty?
Answer:",43198,43198,True
57,"Question: What is forty-seven thousand and fifty-six plus fifty-two thousand, four hundred and eighty?
Answer:",99536,99536,True
58,"Question: What is thirty-one thousand, four hundred and eighty-five plus nineteen thousand and forty-five?
Answer:",50530,50530,True
59,"Question: What is forty-three thousand, five hundred and eighty-four plus twenty-seven thousand, eight hundred and sixty-three?
Answer:",71447,71447,True
60,"Question: What is six thousand, four hundred and sixty-four plus seventy-four thousand, two hundred and thirty-nine?
Answer:",80703,80703,True
61,"Question: What is sixty-eight thousand, four hundred and sixty-one plus sixteen thousand, three hundred and twenty-three?
Answer:",84784,84784,True
62,"Question: What is seventy-six thousand, nine hundred and seventy-two plus eighty-eight thousand, two hundred and fifty-nine?
Answer:",165231,165231,True
63,"Question: What is twelve thousand, nine hundred and eleven plus ninety-three thousand, two hundred and forty-three?
Answer:",106154,106154,True
64,"Question: What is six thousand, six hundred and forty plus eighteen thousand, two hundred and seventy-eight?
Answer:",24918,24918,True
65,"Question: What is twenty-six thousand, six hundred and thirty-four plus forty-one thousand, one hundred and four?
Answer:",67738,67738,True
66,"Question: What is one thousand, eight hundred and eighty plus twenty thousand and fifty-nine?
Answer:",21939,21939,True
67,"Question: What is fifty-six thousand, four hundred and ninety-nine plus eighty-four thousand, eight hundred and eighty?
Answer:",141379,141379,True
68,"Question: What is twelve thousand and twelve plus twenty-eight thousand and ninety-one?
Answer:",40103,40103,True
69,"Question: What is seventy-four thousand, three hundred and eighty-seven plus twenty-two thousand, one hundred and ninety-eight?
Answer:",96585,96585,True
70,"Question: What is seventy-one thousand, four hundred and fifty-seven plus sixty-three thousand, four hundred and forty-seven?
Answer:",134904,134904,True
71,"Question: What is forty-six thousand, nine hundred and seventy-two plus ninety-two thousand, three hundred and eleven?
Answer:",139283,139283,True
72,"Question: What is one thousand, five hundred and eighty-eight plus seventy-two thousand, six hundred and seventy-nine?
Answer:",74267,74267,True
73,"Question: What is ninety-eight thousand, eight hundred and forty plus seventeen thousand, nine hundred and thirty-nine?
Answer:",116779,116779,True
74,"Question: What is fifty-two thousand, seven hundred and eighty-three plus forty-eight thousand, three hundred and thirty-eight?
Answer:",101121,101121,True
75,"Question: What is ninety-two thousand, one hundred and fifteen plus thirty-four thousand, five hundred and eighty-eight?
Answer:",126703,126703,True
76,"Question: What is forty-one thousand, one hundred and ninety-eight plus ninety-four thousand, nine hundred and seventy-nine?
Answer:",136177,136177,True
77,"Question: What is thirty thousand, eight hundred and forty-nine plus eighty-nine thousand, five hundred and four?
Answer:",120353,120353,True
78,"Question: What is forty-three thousand, three hundred and thirty-nine plus fourteen thousand, two hundred and seventy-six?
Answer:",57615,57615,True
79,"Question: What is one thousand, nine hundred and forty-four plus eighty-three thousand and eighty-six?
Answer:",85030,85030,True
80,"Question: What is thirty-five thousand, four hundred and forty-five plus nineteen thousand, three hundred and thirty-six?
Answer:",54781,54781,True
81,"Question: What is three thousand, two hundred and two plus forty-four thousand, three hundred and sixty-eight?
Answer:",47570,47570,True
82,"Question: What is thirty-one thousand, three hundred and forty-six plus five thousand, one hundred and forty-seven?
Answer:",36493,36493,True
83,"Question: What is seventy thousand, two hundred and fifty-two plus nine thousand, two hundred and eighty-eight?
Answer:",79540,79540,True
84,"Question: What is seventeen thousand, nine hundred and thirty-four plus forty-three thousand, five hundred and twenty-three?
Answer:",61457,60,False
85,"Question: What is twenty-six thousand, seven hundred and nine plus sixty-seven thousand, nine hundred and ninety-two?
Answer:",94701,94701,True
86,"Question: What is seventy-nine thousand, one hundred and ten plus forty-seven thousand, three hundred and forty-six?
Answer:",126456,126456,True
87,"Question: What is thirty-four thousand, nine hundred and thirty-six plus thirty-seven thousand, seven hundred and four?
Answer:",72640,72640,True
88,"Question: What is thirty-four thousand, seven hundred and twenty plus nineteen thousand, eight hundred and ninety-three?
Answer:",54613,54613,True
89,"Question: What is fourteen thousand, seven hundred and thirty-six plus eighty-eight thousand, five hundred and forty-five?
Answer:",103281,103281,True
90,"Question: What is thirteen thousand and seventy-four plus twenty-three thousand, four hundred and fifty-three?
Answer:",36527,36527,True
91,"Question: What is seventy thousand and eighty-two plus twenty-one thousand, four hundred and seventy-nine?
Answer:",91561,91561,True
92,"Question: What is seventy-one thousand, one hundred and sixty-four plus fourteen thousand, two hundred and eighty?
Answer:",85444,85444,True
93,"Question: What is sixty-four thousand, seven hundred and nine plus twenty-six thousand, two hundred and twenty-five?
Answer:",90934,90934,True
94,"Question: What is seventy-seven thousand, nine hundred and seven plus ninety-one thousand, five hundred and sixteen?
Answer:",169423,169423,True
95,"Question: What is forty-one thousand, three hundred and thirty-five plus fifty-one thousand, two hundred and nineteen?
Answer:",92554,92554,True
96,"Question: What is thirty-three thousand, nine hundred and eighty-four plus fourteen thousand and ninety-nine?
Answer:",48083,48083,True
97,"Question: What is forty-six thousand, eight hundred and eighty-nine plus thirty-three thousand, eight hundred and eighteen?
Answer:",80707,80707,True
98,"Question: What is fifty-one thousand, five hundred and twenty-four plus sixty-six thousand, six hundred and seventy-eight?
Answer:",118202,118202,True
99,"Question: What is nineteen thousand, five hundred and two plus seventy-nine thousand, three hundred and ninety?
Answer:",98892,98892,True
100,"Question: What is twenty-nine thousand and eighty-seven plus ninety-seven thousand, seven hundred and eight?
Answer:",126795,126795,True
101,"Question: What is sixty-two thousand, two hundred and eight plus sixty-one thousand, one hundred and seventy-three?
Answer:",123381,123381,True
102,"Question: What is sixty-eight thousand, four hundred and thirty-seven plus fourteen thousand, eight hundred and sixty-six?
Answer:",83303,83303,True
103,"Question: What is forty-three thousand, two hundred and eighty plus forty-four thousand, three hundred and fifty-six?
Answer:",87636,87636,True
104,"Question: What is five thousand, seven hundred and thirteen plus ninety-six thousand, three hundred and forty?
Answer:",102053,102053,True
105,"Question: What is twenty-eight thousand, four hundred and fifty-nine plus sixteen thousand, nine hundred and twenty-three?
Answer:",45382,45382,True
106,"Question: What is eighty-eight thousand, five hundred and fifty plus ninety-nine thousand, one hundred and twenty-eight?
Answer:",187678,187678,True
107,"Question: What is thirty-five thousand, two hundred and ninety-one plus twenty-four thousand, two hundred and thirty-three?
Answer:",59524,59524,True
108,"Question: What is thirty-eight thousand, one hundred and fourteen plus eighty-four thousand, six hundred and sixty-three?
Answer:",122777,122777,True
109,"Question: What is forty-seven thousand, one hundred plus fifty-two thousand, six hundred and eighty-seven?
Answer:",99787,99787,True
110,"Question: What is seventy-six thousand, one hundred and ten plus ninety-four thousand, five hundred and forty-nine?
Answer:",170659,170659,True
111,"Question: What is thirty-nine thousand, nine hundred and nine plus ninety-eight thousand and seventy-nine?
Answer:",137988,137988,True
112,"Question: What is forty-five thousand, three hundred and seventy-one plus forty-four thousand, one hundred and thirty-seven?
Answer:",89508,89508,True
113,"Question: What is fifty-seven thousand, five hundred and eighty plus twenty-nine thousand, eight hundred and twelve?
Answer:",87392,87392,True
114,"Question: What is eighty-five thousand and twenty-eight plus ninety-three thousand, three hundred and sixty-nine?
Answer:",178397,178397,True
115,"Question: What is fifty-one thousand, nine hundred and sixty-five plus eight thousand, two hundred and ninety?
Answer:",60255,60255,True
116,"Question: What is forty-nine thousand and seventy-one plus thirteen thousand, one hundred and eight?
Answer:",62179,62179,True
117,"Question: What is sixteen thousand, nine hundred and twenty plus sixteen thousand, five hundred and thirty-four?
Answer:",33454,33454,True
118,"Question: What is thirty-nine thousand, five hundred and twenty-two plus eighty-two thousand, two hundred and fifty-three?
Answer:",121775,121775,True
119,"Question: What is fifty-two thousand and four plus sixty-one thousand, one hundred and seventy-eight?
Answer:",113182,113182,True
120,"Question: What is twelve thousand, six hundred and sixty-three plus sixty-one thousand and thirteen?
Answer:",73676,73676,True
121,"Question: What is sixty-nine thousand, four hundred and fifty-seven plus thirty-six thousand, two hundred and twenty-one?
Answer:",105678,105678,True
122,"Question: What is fifty-seven thousand, six hundred and twenty-eight plus fifteen thousand, five hundred and ninety-seven?
Answer:",73225,73225,True
123,"Question: What is thirty-eight thousand, nine hundred and thirty-seven plus sixty thousand, nine hundred and thirty-one?
Answer:",99868,99868,True
124,"Question: What is forty-nine thousand and eighty-eight plus thirty-seven thousand and six?
Answer:",86094,86094,True
125,"Question: What is ninety-two thousand, six hundred and twenty-nine plus twenty-eight thousand, four hundred and thirty-one?
Answer:",121060,121060,True
126,"Question: What is twenty-nine thousand, seven hundred and fifty-seven plus twenty thousand and fifty-three?
Answer:",49810,49810,True
127,"Question: What is ninety thousand, nine hundred and twelve plus thirty-six thousand, eight hundred and twenty-four?
Answer:",127736,126736,False
128,"Question: What is twenty-seven thousand, three hundred and six plus fifty-four thousand, five hundred and sixty?
Answer:",81866,81866,True
129,"Question: What is seventy-four thousand, four hundred and thirty-one plus sixty thousand, one hundred and sixteen?
Answer:",134547,134547,True
130,"Question: What is eighty-five thousand, eight hundred and seventy-six plus seven thousand, eight hundred and eleven?
Answer:",93687,93687,True
131,"Question: What is thirty-five thousand, five hundred and eight plus five thousand, two hundred and fifty-seven?
Answer:",40765,40765,True
132,"Question: What is seven thousand and twenty-six plus eight thousand, seven hundred and fifty-seven?
Answer:",15783,15783,True
133,"Question: What is seventy-seven thousand, seven hundred and seventy-three plus sixty-five thousand, nine hundred and ninety-three?
Answer:",143766,143766,True
134,"Question: What is sixty-four thousand, four hundred and seventy-two plus forty-five thousand, two hundred and eighty-one?
Answer:",109753,109753,True
135,"Question: What is ninety-nine thousand, nine hundred and twenty-three plus twenty-six thousand, six hundred and thirty-three?
Answer:",126556,126556,True
136,"Question: What is eighty-two thousand and five plus thirty-one thousand, four hundred and sixty-eight?
Answer:",113473,113473,True
137,"Question: What is eighty-three thousand, three hundred and forty-eight plus seventy-six thousand, seven hundred and thirty-two?
Answer:",160080,160080,True
138,"Question: What is fifty thousand, one hundred and seventy-seven plus seventy-seven thousand, one hundred and fifty-three?
Answer:",127330,127330,True
139,"Question: What is eighty-two thousand, one hundred and eighty-three plus eighty-seven thousand, five hundred and seventy?
Answer:",169753,169753,True
140,"Question: What is eighty-three thousand, six hundred and seventy-six plus twenty-nine thousand, five hundred and thirty-eight?
Answer:",113214,113214,True
141,"Question: What is forty-nine thousand, eight hundred and eighty-nine plus eighteen thousand, six hundred and seventy-four?
Answer:",68563,68563,True
142,"Question: What is seventy thousand and twenty-nine plus forty-four thousand, nine hundred and forty-six?
Answer:",114975,114975,True
143,"Question: What is thirty-five thousand and twenty-six plus seventy-six thousand, seven hundred and three?
Answer:",111729,111729,True
144,"Question: What is twenty-four thousand, seven hundred and sixty-five plus sixty-six thousand, one hundred and fifty-seven?
Answer:",90922,90922,True
145,"Question: What is forty-two thousand, three hundred and seventeen plus ninety-five thousand, two hundred and sixty-one?
Answer:",137578,137578,True
146,"Question: What is thirty-six thousand, seven hundred and ten plus thirty-three thousand, six hundred and forty-eight?
Answer:",70358,70358,True
147,"Question: What is fourteen thousand, six hundred and ninety-five plus one thousand, seven hundred and eighty-nine?
Answer:",16484,16484,True
148,"Question: What is twenty-five thousand, three hundred and nineteen plus sixty-two thousand, six hundred and fifty-five?
Answer:",87974,87974,True
149,"Question: What is twenty-one thousand and sixty plus twenty-nine thousand, seven hundred and fourteen?
Answer:",50774,50774,True
150,"Question: What is thirteen thousand, six hundred and forty-two plus twenty-nine thousand, four hundred and thirty-two?
Answer:",43074,42974,False
151,"Question: What is seventy-four thousand, three hundred and thirteen plus sixty-nine thousand, two hundred and eighty-seven?
Answer:",143600,143600,True
152,"Question: What is ninety-three thousand, six hundred and five plus thirty-nine thousand, seven hundred and thirty?
Answer:",133335,133335,True
153,"Question: What is ninety-two thousand, seven hundred and eighty-one plus seventy-seven thousand, three hundred and ninety?
Answer:",170171,170171,True
154,"Question: What is five thousand, three hundred and five plus fifty-nine thousand, four hundred and sixty-eight?
Answer:",64773,64773,True
155,"Question: What is ninety-one thousand, nine hundred and forty-two plus fourteen thousand, seven hundred and forty-one?
Answer:",106683,106683,True
156,"Question: What is sixty-four thousand, four hundred and thirty-six plus twenty-one thousand, three hundred and ninety-eight?
Answer:",85834,80,False
157,"Question: What is sixty thousand, eight hundred and twenty-eight plus sixty thousand, seven hundred and thirty-one?
Answer:",121559,121559,True
158,"Question: What is twelve thousand, three hundred and seventy-one plus ninety-five thousand, five hundred and sixty-two?
Answer:",107933,107933,True
159,"Question: What is twenty-nine thousand, nine hundred and three plus eighty-nine thousand and thirteen?
Answer:",118916,118916,True
160,"Question: What is ninety-five thousand and sixty-two plus twenty-four thousand, eight hundred and three?
Answer:",119865,119865,True
161,"Question: What is forty-four thousand and two plus fifty-nine thousand, five hundred and eighty-six?
Answer:",103588,103588,True
162,"Question: What is ninety-eight thousand, six hundred and seventy plus seventy-one thousand, seven hundred and five?
Answer:",170375,170375,True
163,"Question: What is thirteen thousand, five hundred and twenty-two plus sixty-two thousand, two hundred and thirty-five?
Answer:",75757,70,False
164,"Question: What is forty-nine thousand, two hundred and seventy-five plus twenty-two thousand, six hundred and sixty-five?
Answer:",71940,71940,True
165,"Question: What is thirteen thousand, seven hundred and seventy-two plus twenty-eight thousand, eight hundred and ninety-nine?
Answer:",42671,41671,False
166,"Question: What is forty-eight thousand, seven hundred and thirty-seven plus seventy-three thousand, five hundred and ninety-three?
Answer:",122330,122330,True
167,"Question: What is ninety-four thousand, four hundred and forty-nine plus forty-six thousand, eight hundred and twenty-two?
Answer:",141271,141271,True
168,"Question: What is seventy-eight thousand, nine hundred and seventy-three plus eighteen thousand, five hundred and seventy-six?
Answer:",97549,97549,True
169,"Question: What is eighty-three thousand and nine plus forty-nine thousand, nine hundred and eighteen?
Answer:",132927,132927,True
170,"Question: What is eighty-six thousand, eight hundred and thirty-two plus sixty-nine thousand, eight hundred and forty-seven?
Answer:",156679,156679,True
171,"Question: What is eighty-six thousand, nine hundred and ninety-one plus three thousand, five hundred and ninety-four?
Answer:",90585,90585,True
172,"Question: What is ninety-four thousand, eight hundred and one plus eleven thousand, five hundred and fifty-six?
Answer:",106357,106357,True
173,"Question: What is eighteen thousand, seven hundred and eighty-six plus ninety-six thousand, seven hundred and fifty-six?
Answer:",115542,115542,True
174,"Question: What is eighty-eight thousand, nine hundred and nineteen plus ninety-eight thousand and thirty-two?
Answer:",186951,186951,True
175,"Question: What is seven thousand, seven hundred and sixty-four plus eighty-nine thousand, eight hundred and twenty-eight?
Answer:",97592,97592,True
176,"Question: What is fifteen thousand, one hundred and fifty-nine plus seventy-three thousand and twenty-two?
Answer:",88181,88181,True
177,"Question: What is ten thousand, eight hundred and sixty-four plus sixty-eight thousand, nine hundred and eighteen?
Answer:",79782,79782,True
178,"Question: What is four thousand, four hundred and twenty-one plus thirty-nine thousand, eight hundred and twenty-five?
Answer:",44246,44246,True
179,"Question: What is fourteen thousand, eight hundred and sixty-four plus twelve?
Answer:",14876,14,False
180,"Question: What is seventy-one thousand, two hundred and thirty-seven plus eighty-nine thousand and thirty-six?
Answer:",160273,160273,True
181,"Question: What is forty-three thousand, five hundred and fifty-six plus sixty-four thousand, three hundred and ninety-six?
Answer:",107952,107952,True
182,"Question: What is eighty-three thousand, five hundred and forty-nine plus seven thousand and thirty-three?
Answer:",90582,90582,True
183,"Question: What is forty-five thousand, five hundred and ninety plus twenty-six thousand, two hundred and seventy?
Answer:",71860,71860,True
184,"Question: What is eighty-two thousand, seven hundred and three plus ninety-three thousand, two hundred and fifty-one?
Answer:",175954,175954,True
185,"Question: What is thirty-one thousand, two hundred and fifty-two plus thirty-four thousand, eight hundred and twenty-two?
Answer:",66074,66074,True
186,"Question: What is ninety-seven thousand, nine hundred and forty-nine plus fifty-one thousand, four hundred and thirty-four?
Answer:",149383,149383,True
187,"Question: What is sixty-four thousand, seven hundred and fifty-six plus thirty-two thousand, six hundred and four?
Answer:",97360,97360,True
188,"Question: What is ninety-six thousand, nine hundred and twelve plus sixty-three thousand, seven hundred and seventy-four?
Answer:",160686,160686,True
189,"Question: What is seventy-six thousand, eight hundred and eighty-three plus twenty-five thousand and eight?
Answer:",101891,101891,True
190,"Question: What is forty-two thousand, nine hundred and sixty-eight plus forty-three thousand, six hundred and sixty?
Answer:",86628,86628,True
191,"Question: What is seventy-one thousand, six hundred and twenty-six plus sixty-nine thousand and eighty-three?
Answer:",140709,140709,True
192,"Question: What is thirty-two thousand, six hundred and forty-three plus twenty-five thousand, nine hundred and thirteen?
Answer:",58556,58556,True
193,"Question: What is sixty-three thousand, seven hundred and forty-eight plus ninety-three thousand, seven hundred and sixteen?
Answer:",157464,157464,True
194,"Question: What is thirty-seven thousand, nine hundred and three plus sixty-eight thousand, nine hundred and sixty-two?
Answer:",106865,106865,True
195,"Question: What is eighty-three thousand, nine hundred and seventy-three plus forty-six thousand, six hundred and sixty-nine?
Answer:",130642,130642,True
196,"Question: What is forty-five thousand, two hundred and fifty-nine plus seventy-two thousand, three hundred and seventy-eight?
Answer:",117637,117637,True
197,"Question: What is forty-one thousand, nine hundred and ninety-one plus seventy-five thousand, one hundred and thirty-four?
Answer:",117125,117125,True
198,"Question: What is seventy-two thousand, nine hundred and eighty-nine plus eighty-eight thousand, two hundred and forty?
Answer:",161229,161229,True
199,"Question: What is eighty-four thousand, eight hundred and six plus eighty-two thousand, six hundred and seventy-five?
Answer:",167481,167481,True
