,problem,expected_answer,gpt4_answer,is_correct
68,"Question: What is six thousand, seven hundred and ninety-four minus nine hundred and eighty-seven?
Answer:",5807,5807,True
69,"Question: What is ninety-three thousand, three hundred and fifty-five minus forty-four thousand, nine hundred and thirteen?
Answer:",48442,48442,True
70,"Question: What is eighty-seven thousand, six hundred and twenty-five minus thirty-six thousand, two hundred and ninety-six?
Answer:",51329,51329,True
71,"Question: What is twenty-nine thousand, eight hundred and fifty-eight minus twenty-five thousand, eight hundred and seventy-eight?
Answer:",3980,3980,True
72,"Question: What is seventy-eight thousand, five hundred and forty-four minus twenty-eight thousand, four hundred and sixty-nine?
Answer:",50075,50075,True
73,"Question: What is ninety-nine thousand, nine hundred and ninety-six minus fifty-five thousand, nine hundred and forty-three?
Answer:",44053,44053,True
74,"Question: What is fifty-two thousand, four hundred and twenty-three minus ninety-six thousand, six hundred and forty?
Answer:",-44217,-44217,True
75,"Question: What is ninety-three thousand, seven hundred and fifty-eight minus twenty-four thousand, seven hundred and fifty-four?
Answer:",69004,69004,True
76,"Question: What is fifty-eight thousand, two hundred and seven minus one thousand, one hundred and eighty-seven?
Answer:",57020,57020,True
77,"Question: What is sixty thousand, nine hundred and eight minus forty thousand, six hundred and thirty-eight?
Answer:",20270,20270,True
78,"Question: What is sixty thousand, nine hundred and sixty-two minus twenty-nine thousand, four hundred and sixty-seven?
Answer:",31495,31495,True
79,"Question: What is sixty-three thousand, seven hundred and ninety-eight minus thirty-five thousand, one hundred and seventy-five?
Answer:",28623,28623,True
80,"Question: What is eighty-three thousand, seven hundred and forty minus thirty-three thousand, nine hundred and thirty-one?
Answer:",49809,49809,True
81,"Question: What is sixty-four thousand and five minus ninety-four thousand, seven hundred and seventy?
Answer:",-30765,-30765,True
82,"Question: What is sixty-one thousand, nine hundred and eighty-eight minus twenty-nine thousand and one?
Answer:",32987,32987,True
83,"Question: What is fifty thousand, eight hundred and sixty-two minus twenty-eight thousand, seven hundred and ninety-six?
Answer:",22066,22066,True
84,"Question: What is eighty-six thousand, six hundred and eighty-three minus twelve thousand, six hundred and eighteen?
Answer:",74065,74065,True
85,"Question: What is five thousand, seven hundred and six minus six thousand, eight hundred and forty-nine?
Answer:",-1143,-1143,True
86,"Question: What is eighty-three thousand, seven hundred and ten minus fifty-nine thousand, nine hundred and sixty-six?
Answer:",23744,23744,True
87,"Question: What is sixteen thousand, two hundred and twenty-nine minus seventy-three thousand, nine hundred and thirty-five?
Answer:",-57706,-57706,True
88,"Question: What is seventy-nine thousand, one hundred and fourteen minus four hundred and eighty-six?
Answer:",78628,78628,True
89,"Question: What is seventeen thousand and forty-five minus thirty-five thousand, eight hundred and thirty-eight?
Answer:",-18793,-18793,True
90,"Question: What is sixty-two thousand, three hundred and fourteen minus sixty-four thousand, five hundred and eighty-five?
Answer:",-2271,-2271,True
91,"Question: What is thirty-three thousand, two hundred and twenty-six minus seventeen thousand, nine hundred and ninety-five?
Answer:",15231,15231,True
92,"Question: What is thirty-four thousand, three hundred and eighty-six minus fifty-one thousand, three hundred and fifty-two?
Answer:",-16966,-16966,True
93,"Question: What is thirty-nine thousand, three hundred and forty-nine minus forty-seven thousand, two hundred and twenty-six?
Answer:",-7877,-7877,True
94,"Question: What is seventy-five thousand, four hundred and nine minus one thousand, seven hundred and five?
Answer:",73704,73704,True
95,"Question: What is seventy-six thousand, nine hundred and ninety-one minus ninety-eight thousand, seven hundred and seventeen?
Answer:",-21726,-21726,True
96,"Question: What is forty-six thousand, three hundred and five minus one thousand, six hundred and fifty-one?
Answer:",44654,44654,True
97,"Question: What is forty-three thousand, six hundred and ninety-five minus seven hundred and seventy-seven?
Answer:",42918,42918,True
98,"Question: What is fifty-three thousand, five hundred and twenty-nine minus forty-eight thousand, four hundred and thirty-one?
Answer:",5098,5098,True
99,"Question: What is thirty-six thousand, three hundred and fifty-six minus thirty-five thousand, five hundred and twenty-one?
Answer:",835,835,True
100,"Question: What is eighty-seven thousand, six hundred and ninety-eight minus twenty-seven thousand, nine hundred and twelve?
Answer:",59786,59786,True
101,"Question: What is fifty-nine thousand, eight hundred and thirty-seven minus forty-six thousand, three hundred and sixty-eight?
Answer:",13469,13469,True
102,"Question: What is sixty-three thousand, four hundred and sixty-four minus twenty-one thousand, two hundred and thirty-six?
Answer:",42228,42228,True
103,"Question: What is forty-seven thousand, one hundred and seventy-six minus thirty-one thousand, eight hundred and twenty-nine?
Answer:",15347,15347,True
104,"Question: What is fourteen thousand, one hundred and forty-nine minus sixty-four thousand, nine hundred?
Answer:",-50751,-50751,True
105,"Question: What is twenty-seven thousand, eight hundred and three minus thirty-three thousand, four hundred and thirty-one?
Answer:",-5628,-5628,True
106,"Question: What is twenty-two thousand, three hundred and one minus seventy-three thousand and thirteen?
Answer:",-50712,-50712,True
107,"Question: What is eighty-four thousand, seven hundred and three minus eleven thousand, eight hundred and twenty-seven?
Answer:",72876,72876,True
108,"Question: What is eighty-three thousand and forty minus eighty-six thousand, eight hundred and eighty-six?
Answer:",-3846,-3846,True
109,"Question: What is forty-two thousand and seventy-four minus twenty-nine thousand, five hundred and sixty-five?
Answer:",12509,12509,True
110,"Question: What is seventy-six thousand, eight hundred and ninety-seven minus sixty-nine thousand, seven hundred and forty-six?
Answer:",7151,7151,True
111,"Question: What is thirty-four thousand, five hundred and fifty-three minus fifty-four thousand, six hundred and seventy-five?
Answer:",-20122,-20122,True
112,"Question: What is one thousand, seven hundred and twenty minus twenty-three thousand, nine hundred and eight?
Answer:",-22188,-22288,False
113,"Question: What is eighty-one thousand, three hundred and seventy-six minus forty-five thousand, five hundred and seventy-seven?
Answer:",35799,35799,True
114,"Question: What is sixty-two thousand, six hundred and ninety-nine minus fifty-nine thousand, three hundred and eighty-four?
Answer:",3315,3315,True
115,"Question: What is fifty-five thousand, five hundred and seventy-two minus eighty-one thousand, two hundred and fifty-seven?
Answer:",-25685,-25685,True
116,"Question: What is ninety-one thousand, eight hundred and ninety minus eighteen thousand, three hundred and sixty-three?
Answer:",73527,73527,True
117,"Question: What is eighty-one thousand, two hundred and eighty-one minus thirty-six thousand, one hundred and twenty-nine?
Answer:",45152,45152,True
118,"Question: What is twenty-six thousand, seven hundred and sixty-eight minus seventy-nine thousand, four hundred and seventy-two?
Answer:",-52704,-52704,True
119,"Question: What is twenty-two thousand, eight hundred and four minus sixty-eight thousand, one hundred and sixty-six?
Answer:",-45362,-45362,True
120,"Question: What is four thousand, five hundred and seventy-four minus ninety thousand, six hundred and forty-three?
Answer:",-86069,-86069,True
121,"Question: What is eighty-six thousand, five hundred and twenty-three minus seventy-five thousand, eight hundred and ninety-five?
Answer:",10628,10628,True
122,"Question: What is thirty-five thousand, one hundred and fifty-six minus six thousand, nine hundred and sixty-seven?
Answer:",28189,28189,True
123,"Question: What is fifteen thousand, two hundred and forty-six minus fifty-six thousand, six hundred and forty-six?
Answer:",-41400,-41300,False
124,"Question: What is seventy-five thousand and eighty minus seven thousand, two hundred and thirty-one?
Answer:",67849,67849,True
125,"Question: What is six thousand, nine hundred and twenty-six minus thirty-two thousand, nine hundred and sixty-four?
Answer:",-26038,-26038,True
126,"Question: What is eighty-six thousand, two hundred and seventy-eight minus thirty thousand and fifty-five?
Answer:",56223,56223,True
127,"Question: What is thirty-five thousand, four hundred and eighty-two minus sixty-seven thousand, four hundred and forty-five?
Answer:",-31963,-31963,True
128,"Question: What is one thousand, four hundred and fifty-eight minus thirty-four thousand, five hundred and three?
Answer:",-33045,-33045,True
129,"Question: What is seventy-three thousand, five hundred and eighty minus fifty-seven thousand, six hundred and fifty-three?
Answer:",15927,15927,True
130,"Question: What is sixteen thousand, two hundred and forty minus fifty-three thousand, one hundred and six?
Answer:",-36866,-36866,True
131,"Question: What is eighty-four thousand, four hundred and seventy-seven minus ninety-four thousand, six hundred and eighty?
Answer:",-10203,-10203,True
132,"Question: What is eighty thousand, two hundred and fifty minus fifty-five thousand, two hundred and thirty-eight?
Answer:",25012,24012,False
133,"Question: What is fifty-one thousand, four hundred and seventy-seven minus forty-two thousand, three hundred and seventy-one?
Answer:",9106,9106,True
134,"Question: What is thirty-two thousand, four hundred and ninety-three minus thirty-six thousand, four hundred and ninety-one?
Answer:",-3998,-3998,True
135,"Question: What is sixty-three thousand and twenty minus forty-four thousand, two hundred and forty-nine?
Answer:",18771,18771,True
136,"Question: What is seventy-eight thousand, eight hundred and ninety-five minus ninety-six thousand, five hundred and seventy-two?
Answer:",-17677,-17677,True
137,"Question: What is forty-seven thousand, one hundred and fifty minus eighty-two thousand, four hundred and sixteen?
Answer:",-35266,-35266,True
138,"Question: What is eighty-two thousand, three hundred and ninety-six minus thirty-four thousand, six hundred and twenty-eight?
Answer:",47768,47768,True
139,"Question: What is sixty-three thousand, five hundred and ninety-one minus ninety-one thousand, five hundred and sixty-eight?
Answer:",-27977,-27977,True
140,"Question: What is ninety thousand, two hundred and fifty-four minus forty-one thousand and ninety-two?
Answer:",49162,49162,True
141,"Question: What is thirty-eight thousand, one hundred and seventy-eight minus eighty-four thousand, five hundred and sixty-eight?
Answer:",-46390,-46390,True
142,"Question: What is eighty-eight thousand, nine hundred and sixty-five minus ninety-two thousand, eight hundred and five?
Answer:",-3840,-3840,True
143,"Question: What is two thousand, one hundred and twenty-seven minus seventy-six thousand, six hundred and ten?
Answer:",-74483,-74483,True
144,"Question: What is thirty-four thousand, nine hundred minus twenty-six thousand, four hundred and twenty?
Answer:",8480,8480,True
145,"Question: What is twenty-three thousand, six hundred and thirty-six minus fifty-two thousand, seven hundred and fifty-eight?
Answer:",-29122,-29122,True
146,"Question: What is sixty-nine thousand, nine hundred and ninety-eight minus thirty-two thousand, eight hundred and eighty-nine?
Answer:",37109,37109,True
147,"Question: What is ninety thousand, five hundred and fourteen minus ten thousand, two hundred and eighty-two?
Answer:",80232,80232,True
148,"Question: What is ninety-eight thousand, eight hundred and eighty-one minus twenty thousand, four hundred and seventeen?
Answer:",78464,78464,True
149,"Question: What is sixty-six thousand, eight hundred and forty-eight minus thirty-three thousand, seven hundred and sixty-seven?
Answer:",33081,33081,True
150,"Question: What is seventy-seven thousand, five hundred and ninety-two minus forty-four thousand, two hundred and seventy?
Answer:",33322,33322,True
151,"Question: What is eighty thousand, six hundred and thirty-six minus eighty-five thousand and forty-four?
Answer:",-4408,-4408,True
152,"Question: What is forty-six thousand, eight hundred and one minus six thousand, nine hundred and seventy-one?
Answer:",39830,39830,True
153,"Question: What is seventy-four thousand, eight hundred and thirty-eight minus twenty-one thousand, three hundred and forty-nine?
Answer:",53489,53489,True
154,"Question: What is forty thousand, six hundred and forty-six minus three thousand, four hundred and sixty-four?
Answer:",37182,37182,True
155,"Question: What is sixty-one thousand, eight hundred and fifty-six minus three thousand, four hundred and seventy-eight?
Answer:",58378,58378,True
156,"Question: What is eighty-nine thousand, nine hundred and ninety-six minus eleven thousand and fifty-two?
Answer:",78944,78944,True
157,"Question: What is nine thousand, three hundred and seventy-four minus sixty-four thousand, seven hundred and twenty-one?
Answer:",-55347,-55347,True
158,"Question: What is ninety-eight thousand, three hundred and sixty-three minus eighty-two thousand, three hundred and three?
Answer:",16060,16060,True
159,"Question: What is fifty-seven thousand, seven hundred and twenty-four minus seventeen thousand, three hundred and eighty-nine?
Answer:",40335,40335,True
160,"Question: What is twenty-four thousand, four hundred and eleven minus twelve thousand, two hundred and sixty-six?
Answer:",12145,12145,True
161,"Question: What is ninety-five thousand, seven hundred and fifty-one minus twenty-eight thousand, nine hundred and eighty-six?
Answer:",66765,66765,True
162,"Question: What is fifty-six thousand, one hundred and seventy-four minus twenty-six thousand, eight hundred and sixty-one?
Answer:",29313,29313,True
163,"Question: What is sixty-six thousand, three hundred and fifty-two minus forty-six thousand, nine hundred and seventy-nine?
Answer:",19373,19373,True
164,"Question: What is twenty-five thousand, eight hundred and thirteen minus twelve thousand, three hundred and sixty-five?
Answer:",13448,13448,True
165,"Question: What is six thousand, four hundred and forty-one minus twenty-four thousand, nine hundred and sixty-four?
Answer:",-18523,-18523,True
166,"Question: What is sixty-four thousand and eighty-six minus forty thousand, five hundred and eighty-seven?
Answer:",23499,23499,True
167,"Question: What is sixty-six thousand, two hundred and twenty-one minus six thousand, five hundred and thirty-eight?
Answer:",59683,59683,True
168,"Question: What is fifty thousand, one hundred and fifty-one minus eighteen thousand, seven hundred and ninety-nine?
Answer:",31352,31352,True
169,"Question: What is nine thousand, six hundred and seventy-two minus sixty-five thousand, one hundred and forty-eight?
Answer:",-55476,-55476,True
170,"Question: What is forty thousand, nine hundred and twenty-seven minus twenty-five thousand, five hundred and thirty-six?
Answer:",15391,15391,True
171,"Question: What is seventy-four thousand, six hundred and twenty-four minus sixty-five thousand, five hundred and ninety?
Answer:",9034,9034,True
172,"Question: What is twenty-five thousand, six hundred and thirty-five minus ninety-eight thousand, one hundred and six?
Answer:",-72471,-72471,True
173,"Question: What is ninety-four thousand, six hundred and ninety minus twenty-six thousand, seven hundred and thirty-six?
Answer:",67954,67954,True
174,"Question: What is fifty-seven thousand, nine hundred and ninety-two minus eighty-eight thousand, four hundred and ten?
Answer:",-30418,-30418,True
175,"Question: What is eighty-six thousand, one hundred and fifty-six minus seventy-three thousand, two hundred and fifty?
Answer:",12906,12906,True
176,"Question: What is twenty-two thousand, seven hundred and one minus ten thousand, three hundred and twenty?
Answer:",12381,12381,True
177,"Question: What is ninety-seven thousand, one hundred and thirty-eight minus fifty-seven thousand, five hundred and forty-five?
Answer:",39593,39593,True
178,"Question: What is fifty-two thousand and ten minus thirty-three thousand, three hundred and thirteen?
Answer:",18697,18697,True
179,"Question: What is one thousand, two hundred and sixty-eight minus fifty-four thousand, one hundred and three?
Answer:",-52835,-52835,True
180,"Question: What is eighteen thousand, eight hundred and eighty-eight minus twenty-nine thousand and eighty-seven?
Answer:",-10199,-10299,False
181,"Question: What is sixty-five thousand, nine hundred and eighteen minus fifty-four thousand, five hundred and forty-three?
Answer:",11375,11375,True
182,"Question: What is twenty-nine thousand, eight hundred and seventy-one minus sixty-six thousand, two hundred and thirty-three?
Answer:",-36362,-36362,True
183,"Question: What is forty-seven thousand, five hundred and seventy-four minus thirty-five thousand, six hundred and eleven?
Answer:",11963,11963,True
184,"Question: What is eighteen thousand, two hundred and nineteen minus five thousand, one hundred and twenty-nine?
Answer:",13090,13090,True
185,"Question: What is forty-two thousand, six hundred and nine minus twenty-two thousand, five hundred and seventy-one?
Answer:",20038,20038,True
186,"Question: What is sixty-six thousand, nine hundred and thirty-six minus eighty-eight thousand, seven hundred and eighty-five?
Answer:",-21849,-21849,True
187,"Question: What is eighty-seven thousand, six hundred and forty minus eighty-six thousand, eight hundred and sixty-three?
Answer:",777,777,True
188,"Question: What is twenty-four thousand, seven hundred and sixty-eight minus seventy-seven thousand, six hundred and sixty?
Answer:",-52892,-52892,True
189,"Question: What is sixty-five thousand, seven hundred and twenty-three minus forty-eight thousand, seven hundred and thirty-one?
Answer:",16992,16992,True
190,"Question: What is forty-three thousand, six hundred and ninety-two minus eighty-two thousand, five hundred and thirty-nine?
Answer:",-38847,-38847,True
191,"Question: What is eighty-three thousand, two hundred and eighteen minus ninety-nine thousand, six hundred and ninety-two?
Answer:",-16474,-16474,True
192,"Question: What is two thousand, one hundred and twenty minus thirty-three thousand, six hundred and eight?
Answer:",-31488,-31588,False
193,"Question: What is fifty-nine thousand, seven hundred and thirty-three minus thirty-two thousand, three hundred and fourteen?
Answer:",27419,27419,True
194,"Question: What is forty-seven thousand, five hundred and eighteen minus fifty-six thousand, six hundred and twelve?
Answer:",-9094,-9094,True
195,"Question: What is eighty-six thousand, three hundred and twenty-one minus seventy-three thousand, five hundred and seventy-five?
Answer:",12746,12746,True
196,"Question: What is twenty-three thousand, four hundred and ninety-nine minus ninety-seven thousand, two hundred and nineteen?
Answer:",-73720,-73720,True
197,"Question: What is thirty-two thousand, seven hundred and forty-two minus ninety thousand, six hundred and fifty-six?
Answer:",-57914,-57914,True
198,"Question: What is fifty-four thousand, four hundred and sixty-nine minus fifty-five thousand, seven hundred and twenty-seven?
Answer:",-1258,-1258,True
199,"Question: What is sixty-seven thousand, six hundred and ninety-five minus fifty-one thousand, five hundred and seventeen?
Answer:",16178,16178,True
