problem,expected_answer,gpt4_answer,is_correct
"Question: What is 63020 minus 44249?
Answer:",18771,18771,True
"Question: What is 78895 minus 96572?
Answer:",-17677,-17677,True
"Question: What is 47150 minus 82416?
Answer:",-35266,-35266,True
"Question: What is 82396 minus 34628?
Answer:",47768,47768,True
"Question: What is 63591 minus 91568?
Answer:",-27977,-27977,True
"Question: What is 90254 minus 41092?
Answer:",49162,49162,True
"Question: What is 38178 minus 84568?
Answer:",-46390,-46390,True
"Question: What is 88965 minus 92805?
Answer:",-3840,-3840,True
"Question: What is 2127 minus 76610?
Answer:",-74483,-74483,True
"Question: What is 34900 minus 26420?
Answer:",8480,8480,True
"Question: What is 23636 minus 52758?
Answer:",-29122,-29122,True
"Question: What is 69998 minus 32889?
Answer:",37109,37109,True
"Question: What is 90514 minus 10282?
Answer:",80232,80232,True
"Question: What is 98881 minus 20417?
Answer:",78464,78464,True
"Question: What is 66848 minus 33767?
Answer:",33081,33081,True
"Question: What is 77592 minus 44270?
Answer:",33322,33322,True
"Question: What is 80636 minus 85044?
Answer:",-4408,-4408,True
"Question: What is 46801 minus 6971?
Answer:",39830,39830,True
"Question: What is 74838 minus 21349?
Answer:",53489,53489,True
"Question: What is 40646 minus 3464?
Answer:",37182,37182,True
"Question: What is 61856 minus 3478?
Answer:",58378,58378,True
"Question: What is 89996 minus 11052?
Answer:",78944,78944,True
"Question: What is 9374 minus 64721?
Answer:",-55347,-55347,True
"Question: What is 98363 minus 82303?
Answer:",16060,16060,True
"Question: What is 57724 minus 17389?
Answer:",40335,40335,True
"Question: What is 24411 minus 12266?
Answer:",12145,12145,True
"Question: What is 95751 minus 28986?
Answer:",66765,66765,True
"Question: What is 56174 minus 26861?
Answer:",29313,29313,True
"Question: What is 66352 minus 46979?
Answer:",19373,19373,True
"Question: What is 25813 minus 12365?
Answer:",13448,13448,True
"Question: What is 6441 minus 24964?
Answer:",-18523,-18523,True
"Question: What is 64086 minus 40587?
Answer:",23499,23499,True
"Question: What is 66221 minus 6538?
Answer:",59683,59683,True
"Question: What is 50151 minus 18799?
Answer:",31352,31352,True
"Question: What is 9672 minus 65148?
Answer:",-55476,-55476,True
"Question: What is 40927 minus 25536?
Answer:",15391,15391,True
"Question: What is 74624 minus 65590?
Answer:",9034,9034,True
"Question: What is 25635 minus 98106?
Answer:",-72471,-72471,True
"Question: What is 94690 minus 26736?
Answer:",67954,67954,True
"Question: What is 57992 minus 88410?
Answer:",-30418,-30418,True
"Question: What is 86156 minus 73250?
Answer:",12906,12906,True
"Question: What is 22701 minus 10320?
Answer:",12381,12381,True
"Question: What is 97138 minus 57545?
Answer:",39593,39593,True
"Question: What is 52010 minus 33313?
Answer:",18697,18697,True
"Question: What is 1268 minus 54103?
Answer:",-52835,-52835,True
"Question: What is 18888 minus 29087?
Answer:",-10199,-10199,True
"Question: What is 65918 minus 54543?
Answer:",11375,11375,True
"Question: What is 29871 minus 66233?
Answer:",-36362,-36362,True
"Question: What is 47574 minus 35611?
Answer:",11963,11963,True
"Question: What is 18219 minus 5129?
Answer:",13090,13090,True
"Question: What is 42609 minus 22571?
Answer:",20038,20038,True
"Question: What is 66936 minus 88785?
Answer:",-21849,-21849,True
"Question: What is 87640 minus 86863?
Answer:",777,777,True
"Question: What is 24768 minus 77660?
Answer:",-52892,-52892,True
"Question: What is 65723 minus 48731?
Answer:",16992,16992,True
"Question: What is 43692 minus 82539?
Answer:",-38847,-38847,True
"Question: What is 83218 minus 99692?
Answer:",-16474,-16474,True
"Question: What is 2120 minus 33608?
Answer:",-31488,-31488,True
"Question: What is 59733 minus 32314?
Answer:",27419,27419,True
"Question: What is 47518 minus 56612?
Answer:",-9094,-9094,True
"Question: What is 86321 minus 73575?
Answer:",12746,12746,True
"Question: What is 23499 minus 97219?
Answer:",-73720,-73720,True
"Question: What is 32742 minus 90656?
Answer:",-57914,-57914,True
"Question: What is 54469 minus 55727?
Answer:",-1258,-1058,False
"Question: What is 67695 minus 51517?
Answer:",16178,16178,True
