problem,expected_answer,gpt4_answer,is_correct
"Question: What is 8736 minus 1200?
Answer:",7536,7536,True
"Question: What is 2841 minus 4386?
Answer:",-1545,-1545,True
"Question: What is 5579 minus 3378?
Answer:",2201,2201,True
"Question: What is 1534 minus 7820?
Answer:",-6286,-6286,True
"Question: What is 1553 minus 6945?
Answer:",-5392,-5392,True
"Question: What is 7923 minus 9478?
Answer:",-1555,-1555,True
"Question: What is 4011 minus 2035?
Answer:",1976,1976,True
"Question: What is 2674 minus 3463?
Answer:",-789,-789,True
"Question: What is 3213 minus 2986?
Answer:",227,227,True
"Question: What is 8677 minus 7356?
Answer:",1321,1321,True
"Question: What is 1969 minus 4672?
Answer:",-2703,-2703,True
"Question: What is 9959 minus 1975?
Answer:",7984,7984,True
"Question: What is 4728 minus 7345?
Answer:",-2617,-2617,True
"Question: What is 9478 minus 3129?
Answer:",6349,6349,True
"Question: What is 8178 minus 5949?
Answer:",2229,2229,True
"Question: What is 4453 minus 4405?
Answer:",48,48,True
"Question: What is 8541 minus 102?
Answer:",8439,8439,True
"Question: What is 3478 minus 9?
Answer:",3469,3469,True
"Question: What is 9146 minus 1782?
Answer:",7364,7364,True
"Question: What is 286 minus 4014?
Answer:",-3728,-3728,True
"Question: What is 7961 minus 3979?
Answer:",3982,3982,True
"Question: What is 2462 minus 4678?
Answer:",-2216,-2216,True
"Question: What is 1652 minus 4876?
Answer:",-3224,-3224,True
"Question: What is 6132 minus 547?
Answer:",5585,5585,True
"Question: What is 14 minus 4368?
Answer:",-4354,-4354,True
"Question: What is 483 minus 7601?
Answer:",-7118,-7118,True
"Question: What is 7774 minus 9985?
Answer:",-2211,-2211,True
"Question: What is 6425 minus 2251?
Answer:",4174,4174,True
"Question: What is 9952 minus 8978?
Answer:",974,974,True
"Question: What is 3348 minus 812?
Answer:",2536,2536,True
"Question: What is 8031 minus 9190?
Answer:",-1159,-1159,True
"Question: What is 6025 minus 6991?
Answer:",-966,-966,True
"Question: What is 278 minus 9970?
Answer:",-9692,-9692,True
"Question: What is 9647 minus 477?
Answer:",9170,9170,True
"Question: What is 3879 minus 7482?
Answer:",-3603,-3603,True
"Question: What is 7162 minus 8228?
Answer:",-1066,-1066,True
"Question: What is 3046 minus 1824?
Answer:",1222,1222,True
"Question: What is 3143 minus 4294?
Answer:",-1151,-1151,True
"Question: What is 1655 minus 1364?
Answer:",291,291,True
"Question: What is 4237 minus 4675?
Answer:",-438,-438,True
"Question: What is 6390 minus 9120?
Answer:",-2730,-2730,True
"Question: What is 1666 minus 3567?
Answer:",-1901,-1901,True
"Question: What is 1274 minus 9662?
Answer:",-8388,-8388,True
"Question: What is 9129 minus 3435?
Answer:",5694,5694,True
"Question: What is 5637 minus 8584?
Answer:",-2947,-2947,True
"Question: What is 5779 minus 3113?
Answer:",2666,2666,True
"Question: What is 3709 minus 8715?
Answer:",-5006,-5006,True
"Question: What is 7565 minus 2420?
Answer:",5145,5145,True
"Question: What is 1236 minus 6854?
Answer:",-5618,-5618,True
"Question: What is 9029 minus 8640?
Answer:",389,389,True
"Question: What is 4024 minus 8964?
Answer:",-4940,-4940,True
"Question: What is 1857 minus 7087?
Answer:",-5230,-5230,True
"Question: What is 2397 minus 3497?
Answer:",-1100,-1100,True
"Question: What is 7787 minus 41?
Answer:",7746,7746,True
"Question: What is 9645 minus 7536?
Answer:",2109,2109,True
"Question: What is 6201 minus 720?
Answer:",5481,5481,True
"Question: What is 9701 minus 4700?
Answer:",5001,5001,True
"Question: What is 4523 minus 2904?
Answer:",1619,1619,True
"Question: What is 3308 minus 9575?
Answer:",-6267,-6267,True
"Question: What is 836 minus 8260?
Answer:",-7424,-7424,True
"Question: What is 5671 minus 3276?
Answer:",2395,2395,True
"Question: What is 4814 minus 2575?
Answer:",2239,2239,True
"Question: What is 775 minus 4555?
Answer:",-3780,-3780,True
"Question: What is 4594 minus 1688?
Answer:",2906,2906,True
"Question: What is 1547 minus 2589?
Answer:",-1042,-1042,True
"Question: What is 9695 minus 941?
Answer:",8754,8754,True
"Question: What is 696 minus 2088?
Answer:",-1392,-1392,True
"Question: What is 6883 minus 6443?
Answer:",440,440,True
"Question: What is 1302 minus 3504?
Answer:",-2202,-2202,True
"Question: What is 5757 minus 8703?
Answer:",-2946,-2946,True
"Question: What is 8378 minus 70?
Answer:",8308,8308,True
"Question: What is 1171 minus 4344?
Answer:",-3173,-3173,True
"Question: What is 3725 minus 6410?
Answer:",-2685,-2685,True
"Question: What is 764 minus 6936?
Answer:",-6172,-6172,True
"Question: What is 6467 minus 113?
Answer:",6354,6354,True
"Question: What is 5716 minus 35?
Answer:",5681,5681,True
"Question: What is 3847 minus 8283?
Answer:",-4436,-4436,True
"Question: What is 5243 minus 2487?
Answer:",2756,2756,True
"Question: What is 1996 minus 9690?
Answer:",-7694,-7694,True
"Question: What is 7759 minus 9130?
Answer:",-1371,-1371,True
"Question: What is 4770 minus 705?
Answer:",4065,4065,True
"Question: What is 1072 minus 1163?
Answer:",-91,-91,True
"Question: What is 6023 minus 6916?
Answer:",-893,-893,True
