problem,expected_answer,gpt4_answer,is_correct
"Question: What is (7 + 1) + 4?
Answer:",12,12,True
"Question: What is (5 - 9) + 1?
Answer:",-3,-3,True
"Question: What is (2 - 6) * 5?
Answer:",-20,-20,True
"Question: What is (5 - 7) - 1?
Answer:",-3,-3,True
"Question: What is (1 * 6) * 3?
Answer:",18,18,True
"Question: What is (9 + 8) - 3?
Answer:",14,14,True
"Question: What is (6 - 4) * 8?
Answer:",16,16,True
"Question: What is (4 + 4) + 6?
Answer:",14,14,True
"Question: What is (5 - 1) * 5?
Answer:",20,20,True
"Question: What is (4 - 9) * 2?
Answer:",-10,-10,True
"Question: What is (5 * 6) - 3?
Answer:",27,27,True
"Question: What is (5 - 2) * 1?
Answer:",3,3,True
"Question: What is (9 - 7) - 4?
Answer:",-2,-2,True
"Question: What is (1 * 6) * 8?
Answer:",48,48,True
"Question: What is (3 + 2) * 4?
Answer:",20,20,True
"Question: What is (4 * 5) + 5?
Answer:",25,25,True
"Question: What is (2 * 8) * 2?
Answer:",32,32,True
"Question: What is (5 * 5) + 8?
Answer:",33,33,True
"Question: What is (4 + 4) * 1?
Answer:",8,8,True
"Question: What is (3 * 9) * 3?
Answer:",81,81,True
"Question: What is (6 - 2) - 5?
Answer:",-1,-1,True
"Question: What is (2 - 2) + 9?
Answer:",9,9,True
"Question: What is (3 + 5) - 2?
Answer:",6,6,True
"Question: What is (7 * 6) * 9?
Answer:",378,378,True
"Question: What is (4 * 2) - 3?
Answer:",5,5,True
"Question: What is (1 - 3) + 7?
Answer:",5,5,True
"Question: What is (7 + 3) * 7?
Answer:",70,70,True
"Question: What is (6 + 9) - 4?
Answer:",11,11,True
"Question: What is (3 - 2) * 9?
Answer:",9,9,True
"Question: What is (9 * 9) * 9?
Answer:",729,729,True
"Question: What is (2 * 5) - 9?
Answer:",1,1,True
"Question: What is (6 * 3) * 1?
Answer:",18,18,True
"Question: What is (9 + 1) - 8?
Answer:",2,2,True
"Question: What is (6 * 4) * 6?
Answer:",144,144,True
"Question: What is (4 * 7) + 3?
Answer:",31,31,True
"Question: What is (4 - 5) - 8?
Answer:",-9,-9,True
"Question: What is (4 * 5) + 4?
Answer:",24,24,True
"Question: What is (7 * 5) * 8?
Answer:",280,280,True
"Question: What is (1 * 5) + 9?
Answer:",14,14,True
"Question: What is (9 - 7) * 4?
Answer:",8,8,True
"Question: What is (9 * 2) * 4?
Answer:",72,72,True
"Question: What is (7 - 1) * 2?
Answer:",12,12,True
"Question: What is (8 + 4) - 5?
Answer:",7,7,True
"Question: What is (8 + 7) * 2?
Answer:",30,30,True
"Question: What is (3 * 6) + 2?
Answer:",20,20,True
"Question: What is (4 * 3) + 4?
Answer:",16,16,True
"Question: What is (3 - 4) - 6?
Answer:",-7,-7,True
"Question: What is (9 - 1) - 5?
Answer:",3,3,True
"Question: What is (5 - 5) * 1?
Answer:",0,0,True
"Question: What is (8 - 1) + 4?
Answer:",11,11,True
"Question: What is (5 + 3) * 5?
Answer:",40,40,True
"Question: What is (2 - 1) + 6?
Answer:",7,7,True
"Question: What is (4 - 9) * 5?
Answer:",-25,-25,True
"Question: What is (4 + 7) - 4?
Answer:",7,7,True
"Question: What is (5 - 4) * 6?
Answer:",6,6,True
"Question: What is (8 - 9) - 3?
Answer:",-4,-4,True
"Question: What is (1 + 7) * 6?
Answer:",48,48,True
