problem,expected_answer,gpt4_answer,is_correct
"Question: What is 22 plus 12?
Answer:",34,34,True
"Question: What is 53 plus 32?
Answer:",85,85,True
"Question: What is 80 plus 0?
Answer:",80,80,True
"Question: What is 56 plus 21?
Answer:",77,77,True
"Question: What is 1 plus 1?
Answer:",2,2,True
"Question: What is 38 plus 40?
Answer:",78,78,True
"Question: What is 35 plus 40?
Answer:",75,75,True
"Question: What is 49 plus 64?
Answer:",113,113,True
"Question: What is 10 plus 53?
Answer:",63,63,True
"Question: What is 17 plus 71?
Answer:",88,88,True
"Question: What is 31 plus 47?
Answer:",78,78,True
"Question: What is 17 plus 93?
Answer:",110,110,True
"Question: What is 29 plus 64?
Answer:",93,93,True
"Question: What is 93 plus 58?
Answer:",151,151,True
"Question: What is 94 plus 84?
Answer:",178,178,True
"Question: What is 99 plus 79?
Answer:",178,178,True
"Question: What is 6 plus 39?
Answer:",45,45,True
"Question: What is 17 plus 48?
Answer:",65,65,True
"Question: What is 6 plus 21?
Answer:",27,27,True
"Question: What is 40 plus 73?
Answer:",113,113,True
"Question: What is 40 plus 43?
Answer:",83,83,True
"Question: What is 12 plus 76?
Answer:",88,88,True
"Question: What is 22 plus 8?
Answer:",30,30,True
"Question: What is 21 plus 82?
Answer:",103,103,True
"Question: What is 38 plus 66?
Answer:",104,104,True
"Question: What is 6 plus 76?
Answer:",82,82,True
"Question: What is 73 plus 80?
Answer:",153,153,True
"Question: What is 90 plus 65?
Answer:",155,155,True
"Question: What is 11 plus 46?
Answer:",57,57,True
"Question: What is 3 plus 43?
Answer:",46,46,True
"Question: What is 15 plus 21?
Answer:",36,36,True
"Question: What is 72 plus 38?
Answer:",110,110,True
"Question: What is 39 plus 39?
Answer:",78,78,True
"Question: What is 34 plus 36?
Answer:",70,70,True
"Question: What is 58 plus 39?
Answer:",97,97,True
"Question: What is 35 plus 98?
Answer:",133,133,True
"Question: What is 96 plus 19?
Answer:",115,115,True
"Question: What is 85 plus 76?
Answer:",161,161,True
"Question: What is 53 plus 63?
Answer:",116,116,True
"Question: What is 46 plus 93?
Answer:",139,139,True
"Question: What is 39 plus 88?
Answer:",127,127,True
"Question: What is 91 plus 27?
Answer:",118,118,True
"Question: What is 56 plus 90?
Answer:",146,146,True
"Question: What is 44 plus 22?
Answer:",66,66,True
"Question: What is 76 plus 58?
Answer:",134,134,True
"Question: What is 74 plus 80?
Answer:",154,154,True
"Question: What is 56 plus 83?
Answer:",139,139,True
"Question: What is 9 plus 76?
Answer:",85,85,True
"Question: What is 35 plus 42?
Answer:",77,77,True
"Question: What is 12 plus 62?
Answer:",74,74,True
"Question: What is 96 plus 53?
Answer:",149,149,True
"Question: What is 73 plus 87?
Answer:",160,160,True
"Question: What is 49 plus 7?
Answer:",56,56,True
"Question: What is 2 plus 9?
Answer:",11,11,True
"Question: What is 61 plus 48?
Answer:",109,109,True
"Question: What is 92 plus 41?
Answer:",133,133,True
"Question: What is 42 plus 99?
Answer:",141,141,True
"Question: What is 55 plus 63?
Answer:",118,118,True
"Question: What is 52 plus 12?
Answer:",64,64,True
"Question: What is 43 plus 76?
Answer:",119,119,True
"Question: What is 41 plus 9?
Answer:",50,50,True
"Question: What is 32 plus 37?
Answer:",69,69,True
"Question: What is 41 plus 93?
Answer:",134,134,True
"Question: What is 97 plus 37?
Answer:",134,134,True
"Question: What is 9 plus 54?
Answer:",63,63,True
"Question: What is 17 plus 67?
Answer:",84,84,True
"Question: What is 68 plus 58?
Answer:",126,126,True
"Question: What is 27 plus 18?
Answer:",45,45,True
"Question: What is 93 plus 67?
Answer:",160,160,True
"Question: What is 57 plus 31?
Answer:",88,88,True
"Question: What is 58 plus 60?
Answer:",118,118,True
"Question: What is 71 plus 94?
Answer:",165,165,True
"Question: What is 98 plus 68?
Answer:",166,166,True
"Question: What is 5 plus 23?
Answer:",28,28,True
"Question: What is 56 plus 52?
Answer:",108,108,True
"Question: What is 62 plus 11?
Answer:",73,73,True
"Question: What is 45 plus 50?
Answer:",95,95,True
"Question: What is 50 plus 6?
Answer:",56,56,True
"Question: What is 99 plus 3?
Answer:",102,102,True
"Question: What is 20 plus 0?
Answer:",20,20,True
"Question: What is 87 plus 25?
Answer:",112,112,True
"Question: What is 29 plus 12?
Answer:",41,41,True
"Question: What is 0 plus 90?
Answer:",90,90,True
"Question: What is 72 plus 66?
Answer:",138,138,True
"Question: What is 39 plus 24?
Answer:",63,63,True
"Question: What is 52 plus 98?
Answer:",150,150,True
"Question: What is 44 plus 73?
Answer:",117,117,True
"Question: What is 82 plus 8?
Answer:",90,90,True
"Question: What is 94 plus 43?
Answer:",137,137,True
"Question: What is 85 plus 7?
Answer:",92,92,True
"Question: What is 99 plus 14?
Answer:",113,113,True
"Question: What is 51 plus 96?
Answer:",147,147,True
"Question: What is 29 plus 20?
Answer:",49,49,True
"Question: What is 39 plus 68?
Answer:",107,107,True
"Question: What is 88 plus 98?
Answer:",186,186,True
"Question: What is 31 plus 38?
Answer:",69,69,True
"Question: What is 35 plus 45?
Answer:",80,80,True
"Question: What is 96 plus 75?
Answer:",171,171,True
"Question: What is 17 plus 87?
Answer:",104,104,True
"Question: What is 18 plus 34?
Answer:",52,52,True
"Question: What is 85 plus 22?
Answer:",107,107,True
"Question: What is 89 plus 87?
Answer:",176,176,True
"Question: What is 38 plus 97?
Answer:",135,135,True
"Question: What is 51 plus 19?
Answer:",70,70,True
"Question: What is 56 plus 84?
Answer:",140,140,True
"Question: What is 21 plus 18?
Answer:",39,39,True
"Question: What is 8 plus 34?
Answer:",42,42,True
"Question: What is 42 plus 88?
Answer:",130,130,True
"Question: What is 83 plus 13?
Answer:",96,96,True
"Question: What is 63 plus 83?
Answer:",146,146,True
"Question: What is 4 plus 21?
Answer:",25,25,True
"Question: What is 74 plus 51?
Answer:",125,125,True
"Question: What is 60 plus 39?
Answer:",99,99,True
"Question: What is 42 plus 86?
Answer:",128,128,True
"Question: What is 8 plus 39?
Answer:",47,47,True
"Question: What is 42 plus 77?
Answer:",119,119,True
"Question: What is 44 plus 17?
Answer:",61,61,True
"Question: What is 60 plus 44?
Answer:",104,104,True
"Question: What is 22 plus 59?
Answer:",81,81,True
"Question: What is 5 plus 41?
Answer:",46,46,True
"Question: What is 6 plus 91?
Answer:",97,97,True
"Question: What is 82 plus 63?
Answer:",145,145,True
"Question: What is 52 plus 63?
Answer:",115,115,True
"Question: What is 7 plus 39?
Answer:",46,46,True
"Question: What is 47 plus 8?
Answer:",55,55,True
"Question: What is 71 plus 38?
Answer:",109,109,True
"Question: What is 19 plus 9?
Answer:",28,28,True
"Question: What is 17 plus 80?
Answer:",97,97,True
"Question: What is 97 plus 53?
Answer:",150,150,True
"Question: What is 98 plus 4?
Answer:",102,102,True
"Question: What is 95 plus 12?
Answer:",107,107,True
"Question: What is 40 plus 82?
Answer:",122,122,True
"Question: What is 84 plus 79?
Answer:",163,163,True
"Question: What is 47 plus 86?
Answer:",133,133,True
