problem,expected_answer,gpt4_answer,is_correct
"Question: What is 4760 plus 414?
Answer:",5174,5174,True
"Question: What is 3762 plus 2401?
Answer:",6163,6163,True
"Question: What is 3806 plus 1270?
Answer:",5076,5076,True
"Question: What is 7352 plus 98?
Answer:",7450,7450,True
"Question: What is 9397 plus 2508?
Answer:",11905,11905,True
"Question: What is 2887 plus 855?
Answer:",3742,3742,True
"Question: What is 741 plus 6851?
Answer:",7592,7592,True
"Question: What is 4107 plus 4472?
Answer:",8579,8579,True
"Question: What is 6606 plus 7435?
Answer:",14041,14041,True
"Question: What is 1108 plus 9499?
Answer:",10607,10607,True
"Question: What is 6819 plus 65?
Answer:",6884,6884,True
"Question: What is 879 plus 9038?
Answer:",9917,9917,True
"Question: What is 4454 plus 2268?
Answer:",6722,6722,True
"Question: What is 6971 plus 5695?
Answer:",12666,12666,True
"Question: What is 2697 plus 3460?
Answer:",6157,6157,True
"Question: What is 358 plus 569?
Answer:",927,927,True
"Question: What is 4660 plus 9744?
Answer:",14404,14404,True
"Question: What is 3702 plus 5563?
Answer:",9265,9265,True
"Question: What is 2090 plus 3300?
Answer:",5390,5390,True
"Question: What is 9938 plus 6850?
Answer:",16788,16788,True
"Question: What is 9253 plus 394?
Answer:",9647,9647,True
"Question: What is 1182 plus 6527?
Answer:",7709,7709,True
"Question: What is 7319 plus 8152?
Answer:",15471,15471,True
"Question: What is 2114 plus 2015?
Answer:",4129,4129,True
"Question: What is 4705 plus 8699?
Answer:",13404,13404,True
"Question: What is 4602 plus 7229?
Answer:",11831,11831,True
"Question: What is 3565 plus 8475?
Answer:",12040,12040,True
"Question: What is 3913 plus 1614?
Answer:",5527,5527,True
"Question: What is 6457 plus 9836?
Answer:",16293,16293,True
"Question: What is 493 plus 2954?
Answer:",3447,3447,True
"Question: What is 9100 plus 6573?
Answer:",15673,15673,True
"Question: What is 6479 plus 780?
Answer:",7259,7259,True
"Question: What is 2394 plus 4767?
Answer:",7161,7161,True
"Question: What is 2423 plus 8364?
Answer:",10787,10787,True
"Question: What is 7543 plus 2617?
Answer:",10160,10160,True
"Question: What is 9698 plus 244?
Answer:",9942,9942,True
"Question: What is 8592 plus 4546?
Answer:",13138,13138,True
"Question: What is 7966 plus 5407?
Answer:",13373,13373,True
"Question: What is 6144 plus 1835?
Answer:",7979,7979,True
"Question: What is 5288 plus 2694?
Answer:",7982,7982,True
"Question: What is 5081 plus 4965?
Answer:",10046,10046,True
"Question: What is 6543 plus 1835?
Answer:",8378,8378,True
"Question: What is 9415 plus 9624?
Answer:",19039,19039,True
"Question: What is 9674 plus 6972?
Answer:",16646,16646,True
"Question: What is 9878 plus 1034?
Answer:",10912,10912,True
"Question: What is 9323 plus 7413?
Answer:",16736,16736,True
"Question: What is 80 plus 963?
Answer:",1043,1043,True
"Question: What is 869 plus 2437?
Answer:",3306,3306,True
"Question: What is 4788 plus 3878?
Answer:",8666,8666,True
"Question: What is 6952 plus 4020?
Answer:",10972,10972,True
"Question: What is 784 plus 8530?
Answer:",9314,9314,True
"Question: What is 215 plus 5092?
Answer:",5307,5307,True
"Question: What is 568 plus 9428?
Answer:",9996,9996,True
"Question: What is 3104 plus 6200?
Answer:",9304,9304,True
"Question: What is 4215 plus 7121?
Answer:",11336,11336,True
"Question: What is 7364 plus 2040?
Answer:",9404,9404,True
"Question: What is 3229 plus 6714?
Answer:",9943,9943,True
"Question: What is 6763 plus 3262?
Answer:",10025,10025,True
"Question: What is 2159 plus 8618?
Answer:",10777,10777,True
"Question: What is 5686 plus 4006?
Answer:",9692,9692,True
"Question: What is 7755 plus 6091?
Answer:",13846,13846,True
"Question: What is 9689 plus 7456?
Answer:",17145,17145,True
"Question: What is 4127 plus 6160?
Answer:",10287,10287,True
"Question: What is 9856 plus 4545?
Answer:",14401,14401,True
"Question: What is 7000 plus 1820?
Answer:",8820,8820,True
"Question: What is 6846 plus 2885?
Answer:",9731,9731,True
"Question: What is 924 plus 8248?
Answer:",9172,9172,True
"Question: What is 7800 plus 3486?
Answer:",11286,11286,True
"Question: What is 3096 plus 7625?
Answer:",10721,10721,True
"Question: What is 5262 plus 8574?
Answer:",13836,13836,True
"Question: What is 9720 plus 4131?
Answer:",13851,13851,True
"Question: What is 8717 plus 6329?
Answer:",15046,15046,True
